#Source: http://rochester.nydatabases.com/sites/default/files/popular%20names_0.csv
#Name,Number
Shotzie,24
Tashi,24
Tipsy,24
Vanilla,24
Yogi Bear,24
Abner,23
Andrew,23
Anna Belle,23
Ari,23
Atlas,23
Babie,23
Bella Rose,23
Billy Bob,23
Booger,23
Bourbon,23
Camden,23
Chippy,23
Della,23
Devon,23
Diana,23
Dotty,23
Emmet,23
Frasier,23
Gadget,23
Ginger Snap,23
Gismo,23
Goober,23
Hamlet,23
Hera,23
Irish,23
Jayda,23
Jessi,23
Joba,23
Jody,23
Kami,23
Kelli,23
Kendra,23
Kiley,23
Kosmo,23
Lucy Lou,23
Mackie,23
Maui,23
Milton,23
Molli,23
Monk,23
Mouse,23
Mugs,23
Nate,23
Nevaeh,23
Norm,23
O'Malley,23
Peanut Butter,23
Peggy Sue,23
Penney,23
Pooka,23
Prissy,23
Puddin,23
Quigley,23
Quincey,23
Raisin,23
Razor,23
Regan,23
Seymour,23
Shelbie,23
Spuds,23
Suzie Q,23
Tinkerbelle,23
Tyra,23
Vera,23
Whiskers,23
August,22
Abagail,22
Abraham,22
Arnold,22
Ayla,22
B J,22
Baby Bear,22
Bear Bear,22
Bela,22
Boscoe,22
Burton,22
Chai,22
Chet,22
Coffee,22
Curley,22
Daisey Mae,22
Dee,22
Dog 1,22
Dutches,22
Emme,22
Fisher,22
Flip,22
Francis,22
Gracey,22
Hammer,22
Hannibal,22
Hansel,22
Hawk,22
Hondo,22
Jason,22
Jaxson,22
Jedi,22
Jeffrey,22
Jesse James,22
Jonas,22
Kasper,22
Kiah,22
Kisses,22
Lancelot,22
Lee,22
Lester,22
Lu Lu,22
Lucca,22
Lucy Lu,22
Maddison,22
Maxim,22
Midnite,22
Molley,22
Moochie,22
Muffie,22
Nanuk,22
Pilot,22
Pretty Girl,22
Primo,22
Raymond,22
Rikki,22
Rockey,22
Ronan,22
Ronin,22
Rosy,22
Ruth,22
Sambo,22
Shakira,22
Smitty,22
Smokie,22
Smooch,22
Sookie,22
Sprout,22
Stryker,22
Susie Q,22
Tahoe,22
Tosha,22
Tuxedo,22
Winslow,22
Zsa Zsa,22
Abby Rose,21
Aja,21
Anastasia,21
Angelo,21
Arnie,21
Bagel,21
Biskit,21
Bouncer,21
Bruin,21
Burt,21
Cagney,21
Cc,21
Claude,21
Coco Puff,21
Courage,21
Crickett,21
Donovan,21
Doodles,21
Grizzley,21
Gulliver,21
Harold,21
Jaxon,21
Jock,21
Kaycee,21
Kellie,21
Kelso,21
Krypto,21
Lil,21
Little Guy,21
Maci,21
Marble,21
Mattingly,21
Maxamillion,21
Meiko,21
Melky,21
Mesha,21
Micki,21
Miki,21
Mongo,21
Monkey,21
Moon,21
Murdock,21
Nevada,21
Nilla,21
Paddington,21
Pax,21
Pippa,21
Pippy,21
Rainbow,21
Ripper,21
Romo,21
Samatha,21
Sambuca,21
Shade,21
Shanti,21
Shawna,21
Shyanne,21
Silas,21
Slick,21
Slinky,21
Sterling,21
Stretch,21
Sweety,21
Tequilla,21
Thea,21
Thurman,21
Tiara,21
Twiggy,21
Twix,21
Vicki,21
Waylon,21
Yuki,21
Alexa,20
Anubis,20
Bambam,20
Beauford,20
Beckett,20
Beemer,20
Blanca,20
Bojangles,20
Boogie,20
Bowzer,20
Brenna,20
Budda,20
Busta,20
Caeser,20
Cal,20
Cameo,20
Cashew,20
Charcoal,20
Charger,20
Charlee,20
Cobi,20
Cuda,20
Dalton,20
Delia,20
Dori,20
Dorie,20
Dorothy,20
Dundee,20
Eliza,20
Emmy Lou,20
Fanny,20
Flora,20
Flutie,20
Flynn,20
Frieda,20
Griffen,20
Harrison,20
Hillary,20
J.J.,20
Jaxx,20
Jaz,20
Jodie,20
Jo-Jo,20
Justin,20
Kala,20
Kayleigh,20
Kippy,20
Kole,20
Lightening,20
Lil Bit,20
Lolly,20
Marshmellow,20
Mercy,20
Miah,20
Miss Daisy,20
Monica,20
Monique,20
Monroe,20
Myla,20
Neeka,20
Ninja,20
Oden,20
Omega,20
Patience,20
Pico,20
Porsche,20
Renee,20
Ryan,20
Sal,20
Sandee,20
Scooby-Doo,20
Scrapper,20
Seth,20
Siena,20
Spring,20
Striker,20
Sue,20
Sumo,20
Tai,20
Tela,20
Trinket,20
Wanda,20
Windsor,20
Wrangler,20
Yoyo,20
Ash,19
Berry,19
Bocephus,19
Brian,19
Bully,19
Bumper,19
Caroline,19
Cassey,19
Cayenne,19
Choco,19
Cletus,19
Coco Chanel,19
Cocoa Puff,19
Cosette,19
Crackers,19
Crash,19
Dandy,19
Deja,19
Denny,19
Diezel,19
Durango,19
Duster,19
Fozzie,19
Fritzie,19
Gaia,19
Garcia,19
Gilly,19
Grizz,19
Guss,19
Hamilton,19
Handsome,19
Helen,19
Jaden,19
Jay Jay,19
Jc,19
Jemma,19
Jena,19
Kaci,19
Kansas,19
Kiya,19
Kobie,19
Lindsay,19
Lloyd,19
Luckie,19
Macduff,19
Mandee,19
Mandie,19
Meika,19
Mugsey,19
Nalla,19
Nessa,19
Nittany,19
Panda Bear,19
Pandy,19
Pappy,19
Paxton,19
Pennie,19
Prudence,19
Reiley,19
Reina,19
Remmington,19
Ren,19
Ricki,19
Ryley,19
Sabastian,19
Skyy,19
Smiley,19
Sooner,19
Spenser,19
Sprite,19
Stoney,19
Tiny Tim,19
Ubu,19
Ursa,19
Vanessa,19
Waffles,19
Zion,19
Amie,18
Anne,18
Archer,18
Asa,18
Baker,18
Bayleigh,18
Bb,18
Behr,18
Bella Mia,18
Bliss,18
Bobbie,18
Boy,18
Bozo,18
Buff,18
Byron,18
Cane,18
Carl,18
Cecil,18
Connie,18
Conrad,18
Corkey,18
Corkie,18
Cutter,18
Daniel,18
Dazy,18
Delaney,18
Delta,18
Dina,18
Dipstick,18
Disney,18
Dominic,18
Doozer,18
Draco,18
Ebby,18
Edison,18
Elijah,18
Gambit,18
Gavin,18
Geronimo,18
Gloria,18
Gomer,18
Graham,18
Hendrix,18
Hollywood,18
Jeremiah,18
Jilly,18
Joseph,18
Journey,18
Keeley,18
Kiesha,18
Kismet,18
Klaus,18
Kohl,18
Kringle,18
Lennox,18
Linda,18
Little,18
Little One,18
Lucia,18
Margaret,18
Marlin,18
Matthew,18
Maurice,18
Mcgee,18
Mello,18
Merle,18
Montgomery,18
Moo,18
Mooch,18
Mowgli,18
Muggsy,18
Nia,18
Noodle,18
Panzer,18
Pasha,18
Pirate,18
Pretty,18
Rachael,18
Razz,18
Regis,18
Rip,18
Rossi,18
Rudolph,18
Ruffy,18
Sallie,18
Sascha,18
Satchel,18
Satin,18
Shelley,18
Sitka,18
Speck,18
Splash,18
Triton,18
Willa,18
Zen,18
Zima,18
A J,17
Aaron,17
Ami,17
Argos,17
Avalanche,17
Bacchus,17
Banks,17
Blackberry,17
Bolt,17
Bomber,17
Bravo,17
Brisco,17
Britt,17
Bronco,17
Brynn,17
Buddi,17
Bug,17
Butchie,17
Butler,17
Buzzy,17
Cajun,17
Camo,17
Cheddar,17
Cher,17
Chowder,17
Christopher,17
Clarice,17
Collin,17
Crissy,17
Deke,17
Dinky,17
Diogi,17
Dixon,17
Doogie,17
Emerson,17
Ezekiel,17
Fang,17
Fat Boy,17
Frenchie,17
Gomez,17
Gracie Mae,17
Grissom,17
Gromit,17
Hanz,17
Husky,17
J R,17
Jacks,17
Jayden,17
Jess,17
Jim,17
K. C.,17
Kaos,17
Keena,17
Kelsie,17
Kermit,17
Kim,17
Klondike,17
Kooper,17
Kristy,17
Laddy,17
Lars,17
Lotus,17
Matti,17
Mazy,17
Mellow,17
Miss Kitty,17
Monet,17
Moo Moo,17
Mudge,17
Mylee,17
Ned,17
Nella,17
Nixon,17
No Name,17
Oswald,17
Ox,17
Pinto,17
Pistol,17
Polar Bear,17
Puppers,17
Rayne,17
Reece,17
Riddick,17
Rider,17
Rocks,17
Satch,17
Scott,17
Sergio,17
Shaq,17
Shila,17
Sis,17
Snickerdoodle,17
Spade,17
Spartacus,17
Spock,17
Stinky,17
Sundae,17
Swiper,17
Taya,17
Tiger Lily,17
Toffee,17
Tonya,17
Trace,17
Tripper,17
Trucker,17
Tyrone,17
Ursula,17
Val,17
Virgil,17
Zac,17
Zada,17
Zoee,17
Abel,16
Agatha,16
Anika,16
Arizona,16
Artemis,16
Ashton,16
Aubrey,16
Batman,16
Beckham,16
Beebee,16
Binx,16
Black,16
Bobbi,16
Boxer,16
Brick,16
Brute,16
Buca,16
Buckeye,16
Buda,16
Cammie,16
Carlee,16
Casie,16
Chula,16
Cici,16
Cindy Lou,16
Colden,16
Contessa,16
Cracker Jack,16
Cubbie,16
Davey,16
Davidson,16
Demi,16
Dennis,16
Dezi,16
Dodge,16
Dopey,16
Doug,16
Dreamer,16
Duce,16
Edie,16
Edward,16
Electra,16
Ellie May,16
Eloise,16
Emmit,16
Fargo,16
Felony,16
Flicka,16
Flint,16
Flo,16
Frances,16
Genie,16
Glacier,16
Goldy,16
Gypsy Rose,16
Hardy,16
Havoc,16
Hennessey,16
Hersey,16
Hoosier,16
Isaiah,16
Jacque,16
Jeff,16
Jelly,16
Jelly Bean,16
Jennifer,16
Jocko,16
Juniper,16
Kaia,16
Kaiya,16
Kanga,16
Kesha,16
Kong,16
Ladie,16
Melissa,16
Melo,16
Melvin,16
Meme,16
Mesa,16
Mikie,16
Momo,16
Munchie,16
Mylie,16
Newt,16
Nuggett,16
Omar,16
Pele,16
Peppermint,16
Pheonix,16
Puggy,16
Puma,16
Ramona,16
Rolly,16
Roofus,16
Rooster,16
Sargeant,16
Satchmo,16
Scrappy Doo,16
Sherry,16
Soda,16
Sylvia,16
Takoda,16
Tatum,16
Tiberius,16
Toga,16
Trip,16
Trixy,16
Wellington,16
Woodstock,16
Zeva,16
Zina,16
Abigal,15
Aidan,15
Akita,15
Annabella,15
Apple,15
Asher,15
Bengi,15
Bernice,15
Bo Bo,15
Bodi,15
Boe,15
Bonita,15
Bono,15
Boo-Boo,15
Brodi,15
Butterball,15
C.J.,15
Caliber,15
Calie,15
Candie,15
Carmine,15
Carolina,15
Cayman,15
Chancey,15
Chaucer,15
Chia,15
Clipper,15
Coca,15
Cougar,15
D.J.,15
Daffy,15
David,15
Deliah,15
Derek,15
Dutchie,15
Easton,15
Elroy,15
Festus,15
Fitch,15
Frannie,15
Franny,15
Frazier,15
Fuji,15
Gretzky,15
Hagrid,15
Hazelnut,15
Helga,15
Honda,15
Jackpot,15
Jazzmine,15
Jeanie,15
Jem,15
Jordy,15
Judah,15
Kalie,15
Karl,15
Kiana,15
Kissy,15
Kola,15
Lela,15
Lennon,15
Libbie,15
Lois,15
Lollipop,15
Luger,15
Lula,15
Madigan,15
Marie,15
Marlie,15
Marnie,15
Mars,15
Mayzie,15
Mea,15
Mercury,15
Mikko,15
Murry,15
Nancy,15
Nickel,15
Ophelia,15
P.J.,15
Peach,15
Pia,15
Pork Chop,15
Pug,15
Pugsy,15
Raggs,15
Runt,15
Saint,15
Shaina,15
Shasha,15
Shockey,15
Skooter,15
Smoochie,15
Snow Flake,15
Soldier,15
Teal,15
Texas,15
Timothy,15
Tish,15
Truffle,15
Tuck,15
Una,15
Valentina,15
Weezie,15
Wizzer,15
Zorra,15
Sunday,14
Wednesday,14
Abigale,14
Ada,14
Aiko,14
Aimee,14
Alexandra,14
Appollo,14
Babette,14
Baby Doll,14
Bacon,14
Banner,14
Beaumont,14
Bender,14
Beowulf,14
Bernadette,14
Beth,14
Biff,14
Brandee,14
Bryn,14
Bub,14
Buddah,14
Butkus,14
C C,14
Cabo,14
Cairo,14
Carmello,14
Chamois,14
Chips,14
Chooch,14
Christie,14
Chumley,14
Cocco,14
Cochise,14
Cutie Pie,14
Dasha,14
Dawn,14
Dazzle,14
Dollar,14
Dougal,14
Doyle,14
Eeyore,14
Elli,14
Eric,14
Esther,14
Etta,14
Falco,14
Fidget,14
Finbar,14
Gaby,14
Genesis,14
Gi Gi,14
Gordie,14
Griff,14
Half Pint,14
Hampton,14
Hopper,14
Huxley,14
Ida,14
Igor,14
Indi,14
Inga,14
Jamison,14
Jewell,14
Jovi,14
Jp,14
Judd,14
Katana,14
Kati,14
Kay,14
Kiba,14
Kimba,14
Kiva,14
Kloe,14
Kris,14
Lanie,14
Leonard,14
Little Joe,14
Lou Lou,14
Macintosh,14
Maggi,14
Matrix,14
Mckinley,14
Merlot,14
Mic,14
Michelle,14
Milli,14
Missey,14
Money,14
Morty,14
Muggs,14
Mulder,14
Myra,14
Mystique,14
Naomi,14
Naya,14
Nelli,14
Okie,14
Otter,14
Penne,14
Penny Lane,14
Petra,14
Picasso,14
Poe,14
Princeton,14
Renegade,14
Riely,14
Rolo,14
Romy,14
Rosko,14
Sara Lee,14
Schnapps,14
Sean,14
Sergeant,14
Shelbi,14
Shine,14
Shiva,14
Shrek,14
Sirus,14
Sissie,14
Slim,14
Slugger,14
Stacey,14
Stripe,14
Suka,14
Sulley,14
Sunnie,14
Sweetheart,14
Syrus,14
Tacoma,14
Takeo,14
Talon,14
Tasker,14
Tegan,14
Tera,14
Terri,14
Tessy,14
Tidbit,14
Tip,14
Tobe,14
Tripp,14
Triscuit,14
Twinkle,14
Uma,14
Winky,14
Woodrow,14
Woofie,14
Zepplin,14
Tuesday,13
Abbigail,13
Alexandria,13
Anabelle,13
Aria,13
Asha,13
Bali,13
Bambino,13
Barnabas,13
Barnum,13
Bertie,13
Betty Boop,13
Beulah,13
Big Red,13
Bindy,13
Bismark,13
Blair,13
Blueberry,13
Bluto,13
Bolo,13
Booda,13
Brat,13
Braxton,13
Briscoe,13
Brogan,13
Bullett,13
Bullwinkle,13
Bunker,13
Canyon,13
Carlo,13
Casino,13
Cassi,13
Ceili,13
Cera,13
Char,13
Chardonnay,13
Chauncy,13
Chelsie,13
Chloey,13
Cider,13
Cierra,13
Colleen,13
Cori,13
Crockett,13
Daisie,13
Dakoda,13
Danielle,13
Davinci,13
Decker,13
Dirk,13
Doby,13
Dominique,13
Dozzer,13
Drama,13
Dulce,13
Dyna,13
Fletch,13
Freida,13
Frost,13
Geisha,13
Gingersnap,13
Giovanni,13
Hades,13
Harley Davidson,13
Hermione,13
Holiday,13
Hunny,13
Jak,13
Jeannie,13
Jessie James,13
Junie,13
Jynx,13
Kaluha,13
Katey,13
Kaydee,13
Kaylie,13
Keela,13
Kelley,13
Kizzy,13
Kokomo,13
Lara,13
Laya,13
Lil Bear,13
Little Boy,13
Little Buddy,13
Little Miss,13
Lucky Lady,13
Lukas,13
Macgregor,13
Madden,13
Marbles,13
Marlo,13
Michelob,13
Misti,13
Mollee,13
Moonshine,13
Mortimer,13
Myrtle,13
Mystery,13
N / A,13
Odessa,13
Oprah,13
Patriot,13
Pharoah,13
Phineas,13
Ping,13
Pooky,13
Princess Leia,13
Puffin,13
Pumkin,13
Q,13
R J,13
Racer,13
Rainy,13
Raz,13
Regal,13
Remmie,13
Rexy,13
Rhino,13
Ripken,13
Robby,13
Roc,13
Royal,13
Roz,13
Ruff,13
Ryleigh,13
Sachi,13
Sadie May,13
Sassafras,13
Savage,13
Schotzie,13
Shaman,13
Shanna,13
Shawn,13
Sister,13
Sly,13
Sniper,13
Snow White,13
Stryder,13
Susan,13
Suzette,13
Sweetpea,13
Sylvie,13
T.J.,13
Taboo,13
Tanker,13
Tar,13
Target,13
Tea,13
Twilight,13
Utah,13
Vanna,13
Wendell,13
Yellow,13
Zachery,13
Zee,13
Abbott,12
Abu,12
Aero,12
Alfred,12
Anakin,12
Andi,12
Angel Baby,12
Angela,12
Angle,12
Ann,12
Arabella,12
Asta,12
Bailie,12
Balou,12
Bane,12
Bennett,12
Benz,12
Black Beauty,12
Bo Jangles,12
Bootsy,12
Brett,12
Brit,12
Bruzer,12
Buba,12
Buffie,12
Bugs,12
Cabela,12
Cammy,12
Cappuccino,12
Captain Morgan,12
Carla,12
Cena,12
Charity,12
Charmin,12
Chaser,12
Chicklet,12
Chulo,12
Claudia,12
Clem,12
Cloie,12
Colonel,12
Critter,12
Dali,12
Daphney,12
Dawg,12
Dede,12
Dewy,12
Diago,12
Dice,12
Dillion,12
Dilly,12
Dover,12
Doxie,12
Eclipse,12
Edith,12
Elvira,12
Ely,12
Faye,12
Fella,12
Ferris,12
Fitz,12
Flame,12
Fly,12
Fonzi,12
Francesca,12
Francine,12
Franky,12
Frida,12
Frisbee,12
Fuzz,12
Gabi,12
Gauge,12
Geo,12
Gg,12
Gipper,12
Gypsie,12
Halligan,12
Hamish,12
Heath,12
Heaven,12
Heide,12
Heinz,12
Holly Berry,12
Ilsa,12
Izabella,12
Izabelle,12
Jacko,12
Jazzmin,12
Jenni,12
Jinger,12
Jorge,12
Kadie,12
Karlee,12
Karlie,12
Karly,12
Kasie,12
Kassi,12
Keebler,12
Kera,12
Khan,12
Kibbles,12
Kingsley,12
Kiska,12
Kojack,12
Kricket,12
Krista,12
Lad,12
Laura,12
Laverne,12
Loco,12
Lucifer,12
Lupe,12
Mace,12
Maize,12
Mako,12
Mali,12
Marcie,12
Margarita,12
Margie,12
Marshmallow,12
Marti,12
Maxy,12
Mikayla,12
Minni,12
Mistletoe,12
Moca,12
Mork,12
Mosley,12
Mr Magoo,12
Muppet,12
Murphy Brown,12
Myia,12
Nahla,12
Olie,12
Paul,12
Peek-A-Boo,12
Pepper Ann,12
Peppie,12
Pixel,12
Plato,12
Porsha,12
Puggles,12
Purdy,12
Rasta,12
Red Dog,12
Renny,12
Ricco,12
Rickie,12
Rilee,12
Ripple,12
Roland,12
Rowan,12
Salty,12
Saphira,12
Sashi,12
Schroeder,12
Scoop,12
Shaka,12
Shiba,12
Silky,12
Slider,12
Smores,12
Snap,12
Snowie,12
Sonja,12
Springer,12
Stan,12
Starsky,12
Steeler,12
Sukie,12
Suzy Q,12
Symba,12
Taj,12
Tarzan,12
Tassie,12
Teeka,12
Teka,12
Teo,12
Teva,12
Tico,12
Tiko,12
Tonto,12
Toro,12
Treasure,12
Trish,12
Trixi,12
Twitch,12
Vada,12
Zappa,12
Zeena,12
Zeuss,12
Zooey,12
Adonis,11
Akasha,11
Alf,11
Allison,11
Andie,11
Annabel,11
Anni,11
Aslan,11
Asti,11
B.B.,11
Baley,11
Barclay,11
Baylie,11
Beagle,11
Beezer,11
Bilbo,11
Blanco,11
Boca,11
Boulder,11
Brew,11
Brewski,11
Briggs,11
Bruschi,11
Bucca,11
Capri,11
Cashmere,11
Ce Ce,11
Cecelia,11
Celine,11
Champagne,11
Cheeko,11
Cheerio,11
Chewbaca,11
Cinammon,11
Clint,11
Colin,11
Coors,11
Coral,11
Cream,11
Crimson,11
Crusher,11
Cuse,11
D O G,11
Daizy,11
Delila,11
Dieter,11
Donny,11
Dougie,11
Drago,11
Drummer,11
Edna,11
Elfie,11
Ethan,11
Evan,11
Fabio,11
Fender,11
Figaro,11
Fluff,11
Flurry,11
Fozzy,11
Frederick,11
Freyja,11
Fudgie,11
G,11
Gandalf,11
Garrett,11
Georgie Girl,11
Gert,11
Gianna,11
Gillie,11
Gracie Lou,11
Grant,11
Griffey,11
Harlie,11
Harry Potter,11
Henna,11
Horatio,11
Indiana Jones,11
Jac,11
Jacey,11
Jack Frost,11
Jammer,11
Jarrett,11
Jeepers,11
Jezabelle,11
Joplin,11
Judge,11
June Bug,11
Kacy,11
Kadee,11
Kado,11
Kaleb,11
Kaley,11
Kalli,11
Kenna,11
Keuka,11
Keystone,11
Kida,11
Kimmie,11
Kodak,11
Kush,11
Lace,11
Lacee,11
Lainey,11
Lazarus,11
Liesl,11
Lolita,11
Loretta,11
Love,11
Lovie,11
Lucinda,11
Madelyn,11
Makita,11
Marly,11
Mavis,11
Mccoy,11
Mcgregor,11
Mctavish,11
Minka,11
Minnie Pearl,11
Misty Blue,11
Molly Mae,11
Monti,11
Mopar,11
Moriah,11
Morris,11
Motley,11
Munch,11
Nadine,11
Nakia,11
Nani,11
Neka,11
Nickey,11
Nikkita,11
Okemo,11
Orlando,11
Pacey,11
Pacino,11
Packer,11
Papa,11
Peluche,11
Perky,11
Petee,11
Phillip,11
Pig,11
Po,11
Pockets,11
Poppi,11
Porthos,11
Pretzel,11
Pugs,11
Rae,11
Rage,11
Randi,11
Regina,11
Remmi,11
Rescue,11
Rexford,11
Rodeo,11
Roma,11
Rosalie,11
Rose Bud,11
Rosita,11
Rubin,11
Ruby Rose,11
Rush,11
Rusti,11
Saffron,11
Samara,11
Sara Jane,11
Sarg,11
Sayde,11
Scarface,11
Schooner,11
Shadoe,11
Sherri,11
Sherwood,11
Shira,11
Shiraz,11
Shortie,11
Shyloh,11
Sir Winston,11
Sisco,11
Smidgen,11
Smore,11
Snookie,11
Sparks,11
Spider,11
Spinner,11
Sporty,11
Spots,11
Steel,11
Streak,11
Stripes,11
Sugar Baby,11
Taco Bell,11
Tamara,11
Tashia,11
Teak,11
Teddybear,11
Tennessee,11
Terror,11
Thatcher,11
Ti,11
Tikka,11
Tippie,11
Torrie,11
Trinka,11
Trisha,11
Tuff,11
Vega,11
Vern,11
Veronica,11
Vienna,11
Viper,11
Weasel,11
Winifred,11
Wolfy,11
Yeti,11
Zoro,11
Zulu,11
Acorn,10
Adrienne,10
Alpha,10
Ani,10
Annie Mae,10
Audi,10
Axl,10
Beacon,10
Beaker,10
Becka,10
Beethovan,10
Berkeley,10
Big,10
Binks,10
Blarney,10
Boaz,10
Bocci,10
Bonnie Blue,10
Bonny,10
Boo Bear,10
Boru,10
Bounce,10
Boz,10
Brewtus,10
Bridie,10
Brooks,10
Bruser,10
Cadbury,10
Caine,10
Calley,10
Cam,10
Campbell,10
Cass,10
Chablis,10
Chacha,10
Chas,10
Cheri,10
Chi,10
Chong,10
Chuckles,10
Cindi,10
Clare,10
Cliff,10
Corby,10
Corrie,10
Cruz,10
Cuba,10
Curly Sue,10
Cybil,10
Dalilah,10
Devil,10
Dex,10
Didi,10
Dog1,10
Doogan,10
Douglas,10
Dreyfus,10
Duece,10
Duff,10
Dukie,10
Dulcinea,10
Eden,10
Eliot,10
Elway,10
Falcon,10
Farrah,10
Feather,10
Febe,10
Ferguson,10
Ford,10
Foxxy,10
Friskie,10
Geordie,10
Gerty,10
Gilda,10
Gimli,10
Golden,10
Gravy,10
Gremlin,10
Grendel,10
Griz,10
Groucho,10
Gryffin,10
Gryphon,10
Hailee,10
Hailie,10
Harlem,10
Hildie,10
Hildy,10
Hiro,10
Hoagie,10
Holli,10
Honey Girl,10
Honeybear,10
Hurricane,10
Hydro,10
Idgie,10
Inca,10
Irie,10
Isadora,10
Itchy,10
Jacky,10
Jaida,10
Janey,10
Jazmyn,10
Jimi,10
Jingle,10
John,10
Johnnie,10
Juice,10
Juicy,10
Kadi,10
Katie Lynn,10
Kayden,10
Keeta,10
Keko,10
Keller,10
Kerri,10
Kevin,10
Kid,10
Kina,10
Kirra,10
Knox,10
Kojak,10
Kovu,10
Lady Belle,10
Leela,10
Leonidas,10
Liebchen,10
Liesel,10
Lilac,10
Lily Rose,10
Little Ann,10
Little Dog,10
Luc,10
Lyric,10
Mackey,10
Maddux,10
Madi,10
Madie,10
Marcel,10
Marge,10
Mari,10
Marilyn,10
Mark,10
Martina,10
Mckenna,10
Michaela,10
Minerva,10
Minny,10
Misfit,10
Miska,10
Molly Brown,10
Muddy,10
Murph,10
Muzzy,10
Nadja,10
Neil,10
Nippy,10
Nixie,10
Nolan,10
Odis,10
Oslo,10
Othello,10
Pancake,10
Pansy,10
Panther,10
Peace,10
Peeka,10
Peetie,10
Piddles,10
Pino,10
Ponch,10
Poppie,10
Posie,10
Punk,10
Quest,10
Raiden,10
Raina,10
Rambler,10
Razzle,10
Redd,10
Reesie,10
Reva,10
Rhea,10
Riesling,10
Riggins,10
Rollo,10
Roosevelt,10
Ross,10
Roswell,10
Rox,10
Rozie,10
Rubie,10
Ruca,10
Runner,10
Saba,10
Sacha,10
Sade,10
Sadee,10
Sadie Sue,10
Saki,10
Samwise,10
Sassi,10
Savana,10
Schatz,10
Scrappie,10
Scraps,10
Seaver,10
Serenity,10
Shauna,10
Shianne,10
Sketch,10
Snapper,10
Sniffer,10
Sofi,10
Sonia,10
Spikey,10
Stash,10
Steele,10
Stephanie,10
Stetson,10
Stosh,10
Stout,10
Stumpy,10
Suzzie,10
Sybil,10
Syd,10
T,10
Tasia,10
Tassy,10
Tater Tot,10
Tator,10
Tazzy,10
Tehya,10
Tesla,10
Tikki,10
Tilley,10
Tippi,10
Tobby,10
Token,10
Torri,10
Toula,10
T-Rex,10
Troubles,10
Tuppence,10
Two Socks,10
Ulysses,10
Valerie,10
Vivian,10
Weenie,10
Weezy,10
Wes,10
Whizzer,10
Wilber,10
Yager,10
Zita,10
Zola,10
Zuki,10
A.J.,9
Abbe,9
Abbey Rose,9
Acadia,9
Adelaide,9
Alexus,9
Alpine,9
Althea,9
Ana,9
Anja,9
Apricot,9
Ashlee,9
B B,9
Bama,9
Barnie,9
Becker,9
Bee,9
Bella Donna,9
Benjie,9
Bessy,9
Bettis,9
Bibi,9
Biscut,9
Bismarck,9
Bixby,9
Blaise,9
Blonde,9
Boggie,9
Bonkers,9
Bonzo,9
Brea,9
Brenda,9
Briley,9
Brindi,9
Brown,9
Brut,9
Buddy Bear,9
Buddy Love,9
Buka,9
Bullseye,9
C.C.,9
Cabella,9
Cammi,9
Candee,9
Cato,9
Cedric,9
Cee Cee,9
Celeste,9
Chan,9
Che,9
Cheeto,9
Chevelle,9
Cheyene,9
Chika,9
Chilli,9
Chilly,9
Chompers,9
Christine,9
Churchill,9
Ciera,9
Cinnamin,9
Cirrus,9
Clea,9
Cloudy,9
Cokie,9
Colette,9
Colton,9
Costello,9
Crunch,9
Curry,9
Daisey May,9
Damion,9
Davis,9
Debbie,9
Deebo,9
Deeogee,9
Deputy,9
Dobbie,9
Dotti,9
Drifter,9
Dually,9
Ducky,9
Duffer,9
Dyson,9
Ebbie,9
Elf,9
Elias,9
Emi,9
Emily Rose,9
Evelyn,9
Fatty,9
Fendi,9
Fester,9
Fez,9
Finster,9
Flirt,9
Foley,9
Franz,9
Fredo,9
Fresca,9
Giada,9
Gillian,9
Girlfriend,9
Gizzmo,9
Golda,9
Goldilocks,9
Gordo,9
Gussie,9
Gustav,9
Halie,9
Harlow,9
Harris,9
Henley,9
Henny,9
Hershey Kiss,9
Honey Bun,9
Hooter,9
Husker,9
J. J.,9
Jacoby,9
Jazzi,9
Jazzmyn,9
Jefferson,9
Jersey Girl,9
Jigs,9
Jo,9
Jonesy,9
Juju,9
Julio,9
Kahne,9
Kaila,9
Kailey,9
Kaitlin,9
Kari,9
Karli,9
Kasi,9
Kayle,9
Kaz,9
Keke,9
Kelsi,9
Kimi,9
Kimmy,9
Koa,9
Koal,9
Kobee,9
Kolbe,9
Kora,9
Kori,9
Kyah,9
Lando,9
Larkin,9
Lazer,9
Leyla,9
Liddy,9
Liebe,9
Lilith,9
Lilly Rose,9
Lily Belle,9
Little Foot,9
Lucey,9
Lucius,9
Ludwig,9
Lu-Lu,9
Lumpy,9
Lyra,9
Macky,9
Mactavish,9
Mady,9
Maggie Rose,9
Makenzie,9
Mamie,9
Manning,9
Marci,9
Mardi,9
Marigold,9
Marla,9
Marmaduke,9
Maybe,9
Mayhem,9
Maynard,9
Mazzie,9
Merlyn,9
Micha,9
Mimzy,9
Minx,9
Miss Lilly,9
Misty Rose,9
Mr Wiggles,9
Mudd,9
Mugzy,9
Nanna,9
Nayla,9
Negra,9
Nene,9
Nesta,9
Nita,9
Noble,9
Oberon,9
Onix,9
Orson,9
Peppers,9
Peter Pan,9
Pi,9
Pink,9
Pinot,9
Pollyanna,9
Poo,9
Poopsie,9
Posey,9
Promise,9
Ramses,9
Ransom,9
Raphael,9
Reesee,9
Reo,9
Rev,9
Rhiannon,9
Rhonda,9
Richard,9
